sequence_id	protein_id	gene_id	assembly_id	organism	taxid	cog_id	protein_length	cog_footprint	cog_footprint_length	membership_class	membership_description	bit_score	e_value	cog_profile_length	profile_footprint	protein_coverage	profile_coverage	length_outlier	x_fraction	qc_flags	qc_status
GCF_030520105.1|Q2T83_RS16950|WP_259093755.1	WP_259093755.1	Q2T83_RS16950	GCF_030520105.1	Candidatus Fervidibacter sacchari	1448929	COG0258	905	1-297	297	1	most of COG profile + part of protein	262.0	1.45e-80	310	10-298	0.3282	0.9323	false	0.0000		keep
GCF_026802175.1|OXH18_RS15340|WP_268607975.1	WP_268607975.1	OXH18_RS15340	GCF_026802175.1	Thermocoleostomius sinensis A174	2016057	COG0258	995	1-334	334	1	most of COG profile + part of protein	246.0	2.71e-74	310	4-302	0.3357	0.9645	false	0.0000		keep
GCF_023525255.1|KDW03_RS07505|WP_271434462.1	WP_271434462.1	KDW03_RS07505	GCF_023525255.1	Thermospira aquatica	2828656	COG0258	896	1-296	296	1	most of COG profile + part of protein	232.0	1.27e-69	310	11-309	0.3304	0.9645	false	0.0000		keep
GCF_013181415.1|HO274_RS06350|WP_273122222.1	WP_273122222.1	HO274_RS06350	GCF_013181415.1	Ferrovum myxofaciens	416213	COG0258	906	1-301	301	1	most of COG profile + part of protein	270.0	9.16e-84	310	5-295	0.3322	0.9387	false	0.0000		keep
GCF_028728065.1|PQO03_RS08005|WP_274149373.1	WP_274149373.1	PQO03_RS08005	GCF_028728065.1	Lentisphaera profundi	1658616	COG0258	1036	1-298	298	1	most of COG profile + part of protein	247.0	1.27e-74	310	7-307	0.2876	0.9710	false	0.0000		keep
GCF_029537395.1|P3962_RS02675|WP_277720760.1	WP_277720760.1	P3962_RS02675	GCF_029537395.1	Tissierella sp. Yu-01	3035694	COG0258	890	1-299	299	1	most of COG profile + part of protein	246.0	1.1e-74	310	12-303	0.3360	0.9419	false	0.0000		keep
GCF_029633915.1|L1994_RS08015|WP_278098924.1	WP_278098924.1	L1994_RS08015	GCF_029633915.1	Methanomicrobium antiquum	487686	COG0258	333	1-333	333	0	most of protein + most of COG profile	142.0	5.73e-40	310	15-309	1.0000	0.9516	false	0.0000		keep
GCF_029854155.1|QEN48_RS04760|WP_280107757.1	WP_280107757.1	QEN48_RS04760	GCF_029854155.1	Methanonatronarchaeum sp. AMET-Sl	3037654	COG0258	339	1-339	339	0	most of protein + most of COG profile	181.0	2.03e-54	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_029873255.1|QEJ31_RS00935|WP_280591909.1	WP_280591909.1	QEJ31_RS00935	GCF_029873255.1	Pigmentibacter sp. JX0631	2976982	COG0258	953	1-317	317	1	most of COG profile + part of protein	228.0	7.92e-68	310	6-307	0.3326	0.9742	false	0.0000		keep
GCF_029909415.1|QGV55_RS05380|WP_281017872.1	WP_281017872.1	QGV55_RS05380	GCF_029909415.1	Minwuia sp. IMCC3009	3040674	COG0258	930	1-311	311	1	most of COG profile + part of protein	266.0	3.53e-82	310	13-299	0.3344	0.9258	false	0.0000		keep
GCF_946900835.1|QML71_RS08815|WP_282011555.1	WP_282011555.1	QML71_RS08815	GCF_946900835.1	Nitrospina watsonii	1323948	COG0258	899	1-299	299	1	most of COG profile + part of protein	277.0	2.49e-86	310	7-304	0.3326	0.9613	false	0.0000		keep
GCF_018771565.1|KNN16_RS08355|WP_303896334.1	WP_303896334.1	KNN16_RS08355	GCF_018771565.1	Thermoflexus hugenholtzii	1495650	COG0258	942	1-316	316	1	most of COG profile + part of protein	271.0	5.26e-84	310	13-307	0.3355	0.9516	false	0.0000		keep
GCF_032813545.1|RRF56_RS20720|WP_317035055.1	WP_317035055.1	RRF56_RS20720	GCF_032813545.1	Nodosilinea sp. E11	3037479	COG0258	980	1-335	335	1	most of COG profile + part of protein	246.0	2.11e-74	310	3-300	0.3418	0.9613	false	0.0000		keep
